file,original_line,pattern,match,disposition,original_context
results.html,434,list / possible triad,,Revised: L048,"Computed from 111 scored trials and 1,549 late-training epochs, using permutation tests rather than parametric ones because the sample is small and the distribution is not normal."
results.html,447,hyphenated expression,false-discovery-corrected,Revised: L050,"q is the false-discovery-corrected p-value across all thirteen knobs tested together, so it already accounts for testing many at once."
results.html,447,hyphenated expression,p-value,Revised: L050,"q is the false-discovery-corrected p-value across all thirteen knobs tested together, so it already accounts for testing many at once."
results.html,456,hyphenated expression,co-varies,Revised: L100,co-varies with three other knobs
results.html,460,hyphenated expression,co-varies,Revised: L100,co-varies with scheduler
results.html,467,hyphenated expression,q-value,Revised: L066,Why five of those six are weaker than their q-value suggests
results.html,468,list / possible triad,,Revised: L051,"Optuna does not sample randomly. Once it finds a promising region it draws more configurations from it, so the good trials resemble each other and several knobs moved together. In this run scheduler correlates with dropout_rate at −0.57, with tau at +0.46 and with weight_decay at +0.42."
results.html,474,semicolon,;,Revised: L052,"When knobs co-vary, a one-at-a-time test credits each of them with the same shared change. The p-values are real; the attribution is not. Separating them needs an experiment that holds the others fixed, which is what section 7.5 does for weight decay and nothing yet does for the other five."
results.html,474,hyphenated expression,co-vary,Revised: L052,"When knobs co-vary, a one-at-a-time test credits each of them with the same shared change. The p-values are real; the attribution is not. Separating them needs an experiment that holds the others fixed, which is what section 7.5 does for weight decay and nothing yet does for the other five."
results.html,474,hyphenated expression,one-at-a-time,Revised: L052,"When knobs co-vary, a one-at-a-time test credits each of them with the same shared change. The p-values are real; the attribution is not. Separating them needs an experiment that holds the others fixed, which is what section 7.5 does for weight decay and nothing yet does for the other five."
results.html,474,hyphenated expression,p-values,Revised: L052,"When knobs co-vary, a one-at-a-time test credits each of them with the same shared change. The p-values are real; the attribution is not. Separating them needs an experiment that holds the others fixed, which is what section 7.5 does for weight decay and nothing yet does for the other five."
results.html,474,list / possible triad,,Revised: L052,"When knobs co-vary, a one-at-a-time test credits each of them with the same shared change. The p-values are real; the attribution is not. Separating them needs an experiment that holds the others fixed, which is what section 7.5 does for weight decay and nothing yet does for the other five."
results.html,480,semicolon,;,Revised: L053,"A second caution applies to any knob the sampler converged on. Depth was 2 in 93% of trials, the head had no hidden layer in 95%, and 16 frames were used in 93%. Those are not findings about what is best; they are the sampler having stopped exploring. A column that is 93% one value cannot support an effect estimate whatever its q-value says."
results.html,480,hyphenated expression,q-value,Revised: L053,"A second caution applies to any knob the sampler converged on. Depth was 2 in 93% of trials, the head had no hidden layer in 95%, and 16 frames were used in 93%. Those are not findings about what is best; they are the sampler having stopped exploring. A column that is 93% one value cannot support an effect estimate whatever its q-value says."
results.html,480,list / possible triad,,Revised: L053,"A second caution applies to any knob the sampler converged on. Depth was 2 in 93% of trials, the head had no hidden layer in 95%, and 16 frames were used in 93%. Those are not findings about what is best; they are the sampler having stopped exploring. A column that is 93% one value cannot support an effect estimate whatever its q-value says."
results.html,489,list / possible triad,,Revised: L055,"Early stopping cuts trials at epoch 10 based on where they are at epoch 10. Configurations that start slowly and finish well are indistinguishable, at that moment, from configurations that start slowly and stay bad. Comparing only trials cut at that same checkpoint, so every one has had identical training, separates the two:"
results.html,525,hyphenated expression,firing-rate,Retained for context: punctuation or technical compound alone does not justify a rewrite.,Does the firing-rate fix work?
results.html,537,hyphenated expression,pool-pool,Revised: L121,Is pool-pool really better?
results.html,540,hyphenated expression,four-case,Revised: L122,Turns an accidental four-case comparison into a controlled one.
results.html,546,hyphenated expression,accuracy-versus-SynOps,Revised: L123,Locates the accuracy-versus-SynOps frontier instead of three points on it.
results.html,549,hyphenated expression,run-to-run,Retained for context: punctuation or technical compound alone does not justify a rewrite.,How large is run-to-run variation?
results.html,566,hyphenated expression,epoch-to-epoch,Revised: L057,"No configuration has been run twice under identical settings. Every uncertainty quoted here is measured from epoch-to-epoch wobble within a single run, which is a floor on the real uncertainty and probably well below it. Two trials are two separate runs, and training varies run to run by more than a nearly-frozen model's score does."
results.html,566,hyphenated expression,nearly-frozen,Revised: L057,"No configuration has been run twice under identical settings. Every uncertainty quoted here is measured from epoch-to-epoch wobble within a single run, which is a floor on the real uncertainty and probably well below it. Two trials are two separate runs, and training varies run to run by more than a nearly-frozen model's score does."
results.html,566,list / possible triad,,Revised: L057,"No configuration has been run twice under identical settings. Every uncertainty quoted here is measured from epoch-to-epoch wobble within a single run, which is a floor on the real uncertainty and probably well below it. Two trials are two separate runs, and training varies run to run by more than a nearly-frozen model's score does."
search.html,39,list / possible triad,,Retained: parallel technical items; three items alone are not a defect.,"Runs each proposed configuration as a separate process with one CPU and one GPU, collects the metrics each trial reports, and checkpoints the search itself. It runs on one machine or across a cluster."
search.html,42,hyphenated expression,floating-point,Retained for context: punctuation or technical compound alone does not justify a rewrite.,"The search also begins from three known configurations rather than from nothing. Their geometry, two or three layers of 32 channels with kernel 5 or 7 at 64×64 input, came from an earlier study. The comment attached to them notes that their recorded accuracies were measured under the older floating-point objective and will not reproduce, so they serve as starting points for the sampler rather than as claims."
search.html,42,contrast framing,"not reproduce, so they serve as starting points for the sampler rather",Retained for context: punctuation or technical compound alone does not justify a rewrite.,"The search also begins from three known configurations rather than from nothing. Their geometry, two or three layers of 32 channels with kernel 5 or 7 at 64×64 input, came from an earlier study. The comment attached to them notes that their recorded accuracies were measured under the older floating-point objective and will not reproduce, so they serve as starting points for the sampler rather than as claims."
search.html,42,list / possible triad,,Retained: parallel technical items; three items alone are not a defect.,"The search also begins from three known configurations rather than from nothing. Their geometry, two or three layers of 32 channels with kernel 5 or 7 at 64×64 input, came from an earlier study. The comment attached to them notes that their recorded accuracies were measured under the older floating-point objective and will not reproduce, so they serve as starting points for the sampler rather than as claims."
search.html,72,hyphenated expression,floating-point,Retained for context: punctuation or technical compound alone does not justify a rewrite.,"trainable(config) runs three tiers: the feasibility check, then floating-point training that reports each epoch, then the conversion and its measurement. An infeasible configuration reports a score of zero and returns before any GPU work."
search.html,72,list / possible triad,,Retained: parallel technical items; three items alone are not a defect.,"trainable(config) runs three tiers: the feasibility check, then floating-point training that reports each epoch, then the conversion and its measurement. An infeasible configuration reports a score of zero and returns before any GPU work."
search.html,81,semicolon,;,Retained for context: punctuation or technical compound alone does not justify a rewrite.,"Feasibility, microseconds The check from section 4.1. Earlier versions raised an exception when a feature map collapsed; the planner now returns that as data, so the trial records a score instead of crashing."
search.html,82,list / possible triad,,Retained: parallel technical items; three items alone are not a defect.,"Training, minutes to hours The schedule from section 5.6, reporting validation accuracy every epoch. These reports exist to support early stopping and are not the objective."
search.html,83,list / possible triad,,Retained: parallel technical items; three items alone are not a defect.,"Conversion, one measurement Fold, quantize, export and evaluate. A configuration that deployment_report marks undeployable scores zero regardless of its training accuracy."
search.html,93,hyphenated expression,floating-point,Retained for context: punctuation or technical compound alone does not justify a rewrite.,"Early stopping needs a value reported every epoch, which only floating-point training provides. Selection needs the converted accuracy, which exists once per trial. A single metric cannot serve both without comparing quantities that are not alike."
search.html,101,list / possible triad,,Revised: L198,"The two roles need separate keys, and the scheduler and the sampler must be pointed at different ones. The final report of a trial has to be the converted measurement, so that a sampler reading the last report reads the right number."
search.html,109,list / possible triad,,Retained: parallel technical items; three items alone are not a defect.,"ASHA prunes on float_val_accuracy, reported each epoch. Optuna selects on val_accuracy with scope=""last"", and the last report of every trial carries the converted figure. Ray's shared configuration is left without a metric, because the searcher and the scheduler deliberately use different ones."
search.html,126,list / possible triad,,Retained: parallel technical items; three items alone are not a defect.,"The grace period is kept above one for two reasons recorded in the comments. Section 5.5 noted that cosine and onecycle schedules improve late, so judging too early favors configurations with a flat learning rate. Infeasible trials also report once at epoch zero, and a grace period above one keeps them from forming a checkpoint and lowering the bar for everything else."
search.html,134,hyphenated expression,lower-ranked,Retained for context: punctuation or technical compound alone does not justify a rewrite.,"INTERACTIVE Early stopping on a cohort of 24 trials Simulated learning curves, including some that improve late. At each dashed checkpoint the lower-ranked trials stop and their curves gray out."
search.html,149,em dash,—,Retained for context: punctuation or technical compound alone does not justify a rewrite.,—
search.html,150,hyphenated expression,GPU-epochs,Retained for context: punctuation or technical compound alone does not justify a rewrite.,GPU-epochs spent
search.html,150,em dash,—,Retained for context: punctuation or technical compound alone does not justify a rewrite.,—
search.html,153,hyphenated expression,late-improving,Retained for context: punctuation or technical compound alone does not justify a rewrite.,"Setting the grace period to 1 stops the late-improving trials before their schedule has taken effect, which is the behavior the default guards against."
search.html,166,semicolon,;,Retained for context: punctuation or technical compound alone does not justify a rewrite.,"Some parameters exist only for some configurations. A four-layer network has a kernel size for its fourth layer; a two-layer network does not. A flat parameter dictionary would supply a value for that parameter on every trial, including those where it had no effect."
search.html,166,hyphenated expression,four-layer,Retained for context: punctuation or technical compound alone does not justify a rewrite.,"Some parameters exist only for some configurations. A four-layer network has a kernel size for its fourth layer; a two-layer network does not. A flat parameter dictionary would supply a value for that parameter on every trial, including those where it had no effect."
search.html,166,hyphenated expression,two-layer,Retained for context: punctuation or technical compound alone does not justify a rewrite.,"Some parameters exist only for some configurations. A four-layer network has a kernel size for its fourth layer; a two-layer network does not. A flat parameter dictionary would supply a value for that parameter on every trial, including those where it had no effect."
search.html,182,list / possible triad,,Retained: parallel technical items; three items alone are not a defect.,"The space is a function executed per trial, calling trial.suggest_* only for parameters that apply. It is defined as DefineByRunSpace, a class rather than a nested function, because Ray checkpoints the sampler by pickling it and a nested function cannot be pickled. The file pickles the space once at startup to verify this before any GPU time is spent."
search.html,209,em dash,—,Retained for context: punctuation or technical compound alone does not justify a rewrite.,—
search.html,225,hyphenated expression,chi-square,Retained for context: punctuation or technical compound alone does not justify a rewrite.,"Wider layers drove infeasibility (chi-square p=6e-4, Cramér's V=0.59) and never scored better."
search.html,227,hyphenated expression,Kruskal-Wallis,Retained for context: punctuation or technical compound alone does not justify a rewrite.,Shallow networks were favored (Kruskal-Wallis q=0.08). Depth 5 never exceeded 0.77.
search.html,231,semicolon,;,Retained for context: punctuation or technical compound alone does not justify a rewrite.,Positive correlation with accuracy (Spearman q=0.04); the lower end under-converged.
search.html,231,hyphenated expression,under-converged,Retained for context: punctuation or technical compound alone does not justify a rewrite.,Positive correlation with accuracy (Spearman q=0.04); the lower end under-converged.
search.html,237,list / possible triad,,Revised: L176,"Two of these entries are reopenings rather than narrowings. A result that describes a coordinate the hardware cannot represent, or that was measured under an objective now known to be wrong, carries no information about the current objective."
search.html,265,hyphenated expression,Multi-line,Retained for context: punctuation or technical compound alone does not justify a rewrite.,"ResultsWriter appends one line per record and calls fsync, so the file can be followed live. Multi-line files are written to a temporary name and renamed atomically. All writing happens in a single callback in the driver process."
search.html,277,list / possible triad,,Retained: parallel technical items; three items alone are not a defect.,"Epoch, training and validation accuracy, loss, learning rate."
search.html,282,list / possible triad,,Retained: parallel technical items; three items alone are not a defect.,"Configuration, metrics and architecture counts for every trial, including those that never trained."
search.html,286,hyphenated expression,deploy-phase,Retained for context: punctuation or technical compound alone does not justify a rewrite.,"A stopping condition ends the study once a trial reaches the target. It triggers only on a deploy-phase report from a deployable configuration, since an epoch of floating-point training that crosses the target says nothing about the converted network."
search.html,286,hyphenated expression,floating-point,Retained for context: punctuation or technical compound alone does not justify a rewrite.,"A stopping condition ends the study once a trial reaches the target. It triggers only on a deploy-phase report from a deployable configuration, since an epoch of floating-point training that crosses the target says nothing about the converted network."
training.html,31,list / possible triad,,Retained: parallel technical items; three items alone are not a defect.,"Each DVS128 Gesture recording is a list of events of the form (x, y, polarity, timestamp) at microsecond resolution. The SpikingJelly library converts a recording into frames, and the code requests a fixed number of frames per clip."
training.html,44,hyphenated expression,held-out,Retained for context: punctuation or technical compound alone does not justify a rewrite.,"The 15% validation split is drawn after torch.manual_seed(1), so every run and every search trial is scored against the same held-out clips."
training.html,57,hyphenated expression,per-file,Retained for context: punctuation or technical compound alone does not justify a rewrite.,"Suppresses the library's per-file progress output and prints one line every twenty seconds. If the operation fails, the full log is restored."
training.html,71,list / possible triad,,Retained: parallel technical items; three items alone are not a defect.,"A spiking network reads events over T timesteps. An event camera already produces those. A photograph does not, and the step that gives it a time axis is called coding. Which coding is used changes accuracy, latency and energy, so it is a setting rather than an assumption."
training.html,84,semicolon,;,Retained for context: punctuation or technical compound alone does not justify a rewrite.,Each unit fires once; brighter fires earlier.
training.html,98,list / possible triad,,Retained: parallel technical items; three items alone are not a defect.,"A 128×128 sensor with two polarity channels needs 32,768 input axons. The chip provides 16,383. The native resolution cannot be presented at all. Separately, the network's input layer expects spikes, and a rasterized frame holds event counts."
training.html,114,hyphenated expression,non-zero,Retained for context: punctuation or technical compound alone does not justify a rewrite.,"PassthroughEncoder interpolates and then applies > 0, so any non-zero contribution becomes a full spike. Every coding shares the same resize step and differs only in what it emits, so switching between them changes one config field."
training.html,114,list / possible triad,,Retained: parallel technical items; three items alone are not a defect.,"PassthroughEncoder interpolates and then applies > 0, so any non-zero contribution becomes a full spike. Every coding shares the same resize step and differs only in what it emits, so switching between them changes one config field."
training.html,196,hyphenated expression,cross-entropy,Retained for context: punctuation or technical compound alone does not justify a rewrite.,"During training those 11 rates are treated as class scores and passed to a cross-entropy loss, optionally softened by label smoothing. The winning configurations used a smoothing value near 0.15."
training.html,226,list / possible triad,,Retained: parallel technical items; three items alone are not a defect.,"forward_over_time() runs the T input frames and then continues for hardware_flush_steps(net) further timesteps with zero input, accumulating output spikes throughout. The total is divided by T rather than by T plus the flush, so rates stay comparable across depths. This matches what the conversion script measures."
training.html,258,hyphenated expression,six-layer,Retained for context: punctuation or technical compound alone does not justify a rewrite.,Turning the flush off and raising the layer count shows the size of the effect. A six-layer network loses the last six frames of an eight-frame clip.
training.html,258,hyphenated expression,eight-frame,Retained for context: punctuation or technical compound alone does not justify a rewrite.,Turning the flush off and raising the layer count shows the size of the effect. A six-layer network loses the last six frames of an eight-frame clip.
training.html,269,hyphenated expression,Cross-entropy,Retained for context: punctuation or technical compound alone does not justify a rewrite.,Loss Cross-entropy between the rates and the true gesture.
training.html,271,hyphenated expression,per-batch,Retained for context: punctuation or technical compound alone does not justify a rewrite.,"Update Optional gradient clipping, then the optimizer step and any per-batch scheduler step."
training.html,279,list / possible triad,,Retained: parallel technical items; three items alone are not a defect.,"build_optimizer offers Adam, AdamW and SGD. The distinction between the first two matters more here than usual: Adam adds weight decay to the gradient, where it interacts with the adaptive step size, while AdamW applies it separately. Since section 4.3 showed that weight decay controls whether folded weights stay inside the representable range, the search samples different decay ranges for the two optimizers."
training.html,288,hyphenated expression,Warm-up,Retained for context: punctuation or technical compound alone does not justify a rewrite.,"INTERACTIVE Learning rate schedules The shapes build_scheduler produces. Warm-up, when configured, is a linear ramp from 10% of the base rate."
training.html,333,hyphenated expression,warm-up,Retained for context: punctuation or technical compound alone does not justify a rewrite.,warm-up
training.html,338,hyphenated expression,on-grid,Retained for context: punctuation or technical compound alone does not justify a rewrite.,on-grid
training.html,339,hyphenated expression,warm-up,Retained for context: punctuation or technical compound alone does not justify a rewrite.,"The best warm-up weights are reloaded, each convolution and batch normalization pair is fused, and the remaining epochs train on folded and quantized weights at half the learning rate."
training.html,339,list / possible triad,,Retained: parallel technical items; three items alone are not a defect.,"The best warm-up weights are reloaded, each convolution and batch normalization pair is fused, and the remaining epochs train on folded and quantized weights at half the learning rate."
training.html,344,hyphenated expression,batch-norm-free,Retained for context: punctuation or technical compound alone does not justify a rewrite.,"The batch-norm-free INT16 network is frozen, evaluated once, and audited by deployment_report."
training.html,344,list / possible triad,,Retained: parallel technical items; three items alone are not a defect.,"The batch-norm-free INT16 network is frozen, evaluated once, and audited by deployment_report."
training.html,350,hyphenated expression,per-layer,Retained for context: punctuation or technical compound alone does not justify a rewrite.,"In single mode the console prints both accuracies and the gap between them. The checkpoint written to disk holds the trained network, the deployable network, the configuration, the metrics and the per-layer hardware table, so a conversion can proceed without recomputing anything."
training.html,350,list / possible triad,,Retained: parallel technical items; three items alone are not a defect.,"In single mode the console prints both accuracies and the gap between them. The checkpoint written to disk holds the trained network, the deployable network, the configuration, the metrics and the per-layer hardware table, so a conversion can proceed without recomputing anything."
